GNF-Pf identifier,JC_XSMILES,Qualifier,PF proliferation inhibition 3D7 EC50 uM
GNF-Pf-539,O=C(C1CCC=CC1)N2CCCC(C2)C3=NC=NC=C3C4=CC=NC=C4,,1.368
GNF-Pf-5390,COC1=CC=CC(=N1)C2=CC=C(O)C(CN(C)CCC3=CC=C(OC)C(OC)=C3)=C2,,0.337
GNF-Pf-5391,CC(=NO)C1=CC=C(NC2=C(N3CCCCC3)C(=O)C4=CC=CC=C4C2=O)C=C1,,0.0941
GNF-Pf-5392,CCOC(=O)C1=CC=CC(NC(=O)CCN2C(C)=C(C=C2C3=CC=C(F)C=C3)C(=O)OCC)=C1,,0.059
GNF-Pf-5393,C1CCC23CCNC(C2C1)C4=CC=CC=C4O3,,0.2696
GNF-Pf-5394,CC(=O)N(C1=CC=CC=C1C)C2=C(N3CCCCC3)C(=O)C4=CC=CC=C4C2=O,,0.034
GNF-Pf-5395,CC(C)CN1C(C(C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC=CC=C3C1=O)C4=CC=CS4,,0.1946
GNF-Pf-5396,CCOC(=O)C1=CC=CC(NC(=O)CC2N(C3CCCC3)C(=O)N(C2=O)C4=CC=CC=C4)=C1,,0.2755
GNF-Pf-5397,COC(=O)C1=C(C)NC2=C(C1C3=CC=CC=C3F)C(=O)CC(C2)C4=CC=C(OC)C=C4,,0.231
GNF-Pf-5398,FC(F)(F)C1=C(C=NN1C2=CC=CC=C2)C(=O)N3CCN(CC3)C4=CC=NC5=CC(Cl)=CC=C45,,0.349
GNF-Pf-5399,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)C4=CC=C(Cl)C=C4Cl,,0.728
GNF-Pf-54,CC(C)CN(CC(C)C)S(=O)(=O)C1=CC(Br)=CC2=C1N(CC2)C(C)=O,,1.22
GNF-Pf-540,CC1=CC(=NC2=CC=C(NC(=O)C3=CN=CC(Br)=C3)C=C12)N4CCCCC4,,1.363
GNF-Pf-5400,COC1=CC=CC(=N1)C2=CC=C(O)C(CNC3CCCCCCC3)=C2,,0.0719
GNF-Pf-5401,CC(C)(C)CC(=O)NCC1=CC=C(OC2CCN(CC2)CC(C3=CC=CC=C3)C4=CC=CC=C4)C=C1,,1.155
GNF-Pf-5402,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)C4=CC=C(F)C=C4,,0.897
GNF-Pf-5404,OC(CN1CCC(C1)NC(=O)C2=CSC=C2)CN(CC3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,,0.1199
GNF-Pf-5405,CC1CCN(CC1)CC2=CC=C(NC(=O)C3=CC4=C(Cl)N=C5C=CC(C)=CC5=C4S3)C=C2,,0.0451
GNF-Pf-5406,COC1=CN=CC(=C1)C2=CN=CC(=N2)C3=CC=C(C)C=C3,,0.0949
GNF-Pf-5408,CCOC1=CC=C(C=C1)N(C(C)=O)C2=C(N3CCN(C)CC3)C(=O)C4=CC=CC=C4C2=O,,0.0787
GNF-Pf-5409,CCOC(=O)C1=CN=C2C(C)=CC=CC2=C1NC3=CC=C(C=C3)C(C)=O,,0.1187
GNF-Pf-541,COC1=CC=CC=C1\C=C\CN(CCN2CCN(CC2)S(=O)(=O)C3=CC=CC(=C3)C(F)(F)F)C(=O)CC4=CC=CC=C4,,1.321
GNF-Pf-5410,CC1=CC=C2N(CC(O)CN3CCN(CC3)CC4=CC=CC=C4)C(C5=CC=CC=C5)=C(C6=CC=CC=C6)C2=C1,,0.824
GNF-Pf-5411,OC(C1CC2CCN1CC2C=C)C3=CC=NC4=CC=CC=C34,,0.0435
GNF-Pf-5412,COC1=CC(CN(CCCN2CCOCC2)C(=O)NC3=CC=CC(C)=C3)=CC=C1OCC4=CC=CC=C4,,1.25
GNF-Pf-5413,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)C4=CC=CC(F)=C4,,0.581
GNF-Pf-5414,OC(CN1CCC(C1)NC(=O)C2=CC=CC3=CC=CC=C23)CN(CC4=CC=CC=C4)S(=O)(=O)C5=CC=CC=C5,,0.0825
GNF-Pf-5415,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)C4CCCC4,,1.01
GNF-Pf-5416,CC(C)CCN(CCC(C)C)CC(O)CN1C2=CC=C(Cl)C=C2C3=CC(Cl)=CC=C13,,0.2919
GNF-Pf-5417,[H][C@@]1(C[C@@H]2CCN1C[C@@H]2C=C)[C@@H](OC(=O)CC3=CC=CS3)C4=CC=NC5=CC=CC=C45,,0.0098
GNF-Pf-5418,CC1=CC=C(C=C1)C2=C3CCCC3=NC4=C2C(N)=C(S4)C(=O)NC5=CC=CC(C)=C5,,1.008
GNF-Pf-542,CC1CC(C)CN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=C(C)C=C5S4,,1.319
GNF-Pf-5421,FC1=CC=C(C=C1)C(=O)O[C@@H]([C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)C4=CC=NC5=CC=CC=C45,,0.777
GNF-Pf-5422,COC1=CC=C(C=C1OC)C2CC(=O)C3=C(C2)NC(C)=C(C3C4=CC=CC=C4F)C(=O)OC5CCCC5,,0.0404
GNF-Pf-5423,COC1=CC=C2N=CC=C([C@@H](O)C3CC4CCN3CC4C=C)C2=C1,,0.01123
GNF-Pf-5424,[O-][N+](=O)C1=CC=C(N=C1)N2CCCN(CC2)C(=S)NC3=CC=CC=C3,,0.0915
GNF-Pf-5425,NC1=CC=NC2=CC(Cl)=CC=C12,,0.415
GNF-Pf-5426,COC1=CN=CC(=C1)C2=CN=CC(=N2)C3=CC=C(OC4=CC=CC=C4)C=C3,,0.0439
GNF-Pf-5427,OC1=CC=C(C=C1CN2CCCCCC2)C3=CC=CC=C3,,0.2415
GNF-Pf-5428,CO[C@H]1CC[C@@H](O[C@@H]1C)O[C@H]2[C@H](C)[C@](O)(O[C@@H](C[C@@H]3C[C@@H](OC)[C@@H](C)[C@]4(O3)O[C@](C)([C@H]5CC[C@H](O5)[C@H]6CC[C@@H](O6)[C@H]7O[C@](C)(O)[C@H](C)[C@@H](OC)[C@@H]7C)[C@H](OC)[C@H]4C)[C@]2(C)OC)[C@@H](C)C(O)=O,,0.01332
GNF-Pf-5429,COC1=CC=CC(=N1)C2=CC=C(O)C(CNC(C)C3=CC=CC4=CC=CC=C34)=C2,,0.2846
GNF-Pf-543,CCC(N1CCN(CC1)C(=O)NC2=CC=CC=C2C(F)(F)F)C3=NC4=CC=CC=C4C(=O)N3CC,,1.304
GNF-Pf-5430,C[C@H](NC1=CN=CC(=N1)C2=CC=C(Cl)C=C2)C3=CC=CC=C3,,0.0537
GNF-Pf-5432,CCOC(=O)C1=C(C)NC(=CC2=C(C)N(C(C)=C2)C3=CC=C(C)C=C3C)C1=O,,0.0644
GNF-Pf-5433,CCCC(C)C(N1[C@H](C(=O)NC2=CC=C(NC(C)=O)C=C2C1=O)C3=CC=CC=C3)C(=O)NCC4=CC=CC=C4,,1.25
GNF-Pf-5434,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCC2=CC=CC=C2)\C=C\S(=O)(=O)C3=CC=CC=C3,,0.2104
GNF-Pf-5435,ClC1=CC=C2C(NCCCCNS(=O)(=O)C3=CC=C4C=CC=CC4=C3)=CC=NC2=C1,,0.2676
GNF-Pf-5436,COC1=CC=C(C=C1OC)C2CC(=O)C3=C(C2)NC(C)=C(C3C4=CC=C(Cl)C=C4)C(=O)OC5CCCC5,,0.02902
GNF-Pf-5437,CC1CCC2C(C)C(=O)OC3OC(C)C4CC1C23OO4,,0.01906
GNF-Pf-5438,CCOC1=CC=C(C=C1)N(CC)S(=O)(=O)C2=CC(Br)=CC3=C2N(CC3)C(C)=O,,0.1251
GNF-Pf-5439,CC(C)NC(=O)N1CCN(CC1C)C(=O)C(CC2=CNC3=CC=CC=C23)NC(=O)NC4=CC=CC(Cl)=C4Cl,,0.02723
GNF-Pf-544,COC1=CC=C(C=C1Cl)N2N=C(C(=O)NCC(=O)NCCCN3CCOCC3)C4=CC=CC=C4C2=O,,1.259
GNF-Pf-5440,C(CC1=CC=CC=C1)NC2=CC=CC3=CC=CC=C23,,0.1277
GNF-Pf-5441,COC1=CC=C(C=C1)C(=O)OC2=CC=CC=C2C3=C(NC(C)(C)CC(C)(C)C)N4C=CC=CC4=N3,,1.598
GNF-Pf-5442,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC(Cl)=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.0882
GNF-Pf-5443,CCOC(=O)C1C(CC2=C(C(C3=CC=C(OC)C(OC)=C3)C(=C(C)N2)C(=O)OCC)C1=O)C4=CC=CC=C4OC,,0.0831
GNF-Pf-5444,CCOC(=O)C(=O)N1C2=CC=CC=C2c3c(ssc3=S)C1(C)C,,0.0916
GNF-Pf-5445,COC(=O)C1=C(C)NC2=C(C1C3=CC=CC=C3Br)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.1362
GNF-Pf-5446,COC1=CC=C(C=C1OC)C2CC(=O)C3=C(C2)NC(C)=C(C3C4=CC=CC=C4OC)C(=O)OC5CCCC5,,0.212
GNF-Pf-5447,CCOC(=O)C1=C(C)NC2=C(C1C3=CC(Br)=C(OC)C(OCC)=C3)C(=O)C(C(C)C2)C(=O)OC,,0.7
GNF-Pf-5448,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC3=CC=C(OC)C=C13,,0.00813
GNF-Pf-545,CC(=NOC(=O)C1=CC=CO1)C2=CN=CC=N2,,1.248
GNF-Pf-5450,CC1CN(CC(C)O1)C(=O)C2=C(Cl)C3=CC=C(C)C=C3S2,,0.1016
GNF-Pf-5451,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)C(C)(C)C,,0.52
GNF-Pf-5452,COC(=O)C1=C(C)NC(=CC2=C(C)N(C(C)=C2)C3=CC=CC=C3C(F)(F)F)C1=O,,0.02176
GNF-Pf-5453,COC(=O)C1=C(C)NC2=C(C1C3=CC=CS3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.1304
GNF-Pf-5455,CCOC(=O)C1=C(C)N=C2C3=CC=CC=C3OC(=O)C2=C1C,,12.5
GNF-Pf-5456,COC(=O)C1=C(C)NC(=CC2=C(C)N(C(C)=C2)C3=CC(C)=CC=C3OC)C1=O,,0.0348
GNF-Pf-5457,COC1=CC(=CC(OC)=C1OC)C2=NC3=C(C=NN3C(=C2)C(F)(F)F)C(=O)NC4=CC(C)=CC=C4O,,0.1797
GNF-Pf-5458,CC1(C)C2CCC(C2)C1(C)NC(=S)NN=CC3=CC=CC=N3,,0.0348
GNF-Pf-5459,COC1=CC=C2N=CC=C([C@H](O)[C@H]3CC4CCN3C[C@@H]4C=C)C2=C1,,0.00959
GNF-Pf-546,C(CC1=CC=CN=C1)NC2=NC=CN3C(=CN=C23)C4=CC=CC5=CC=CC=C45,,1.238
GNF-Pf-5460,CC1=CC(NC2=CC=C(OCC3=CC=CC=C3)C=C2)=NC4=CC(O)=CC=C14,,0.0736
GNF-Pf-5461,COC1=CC=C(NC(=O)C2C(N(CC(C)C)C(=O)C3=CC=CC=C23)C4=CC=CS4)C=C1OC,,0.076
GNF-Pf-5462,COC1=CC=C(CCN2C(=S)NC3C(C(=O)NC4=CC=C(C)C=C4C)C2(C)OC5=C(OC)C=CC=C35)C=C1OC,,0.32
GNF-Pf-5463,CCCCCC1=CC=C(OCCOCC[N+]2=CC=CC=C2)C(CCCCC)=C1,,0.00708
GNF-Pf-5464,CCOC(=O)C1C(CC2=C(C(C3=CC=C(C=C3)[N+]([O-])=O)C(=C(C)N2)C(=O)OCC)C1=O)C4=CC=CC(OC)=C4,,0.0542
GNF-Pf-5465,CC(C)(C)NCC(O)CN1C2=CC=C(Br)C=C2C3=CC(Br)=CC=C13,,0.2126
GNF-Pf-5466,NC(CC1=CC=CC=C1)C(=O)N2CCN3C(C2)=NC(=C3NC4=CC=C5OCOC5=C4)C6=CC=CC=C6,,0.03037
GNF-Pf-5467,CC(C)C1=NC(N2CCN(CC2)C(=O)NC3=CC=CC=C3)=C(C#N)C4=C1COC(C)(C)C4,,0.0538
GNF-Pf-5468,CC1=CC=C(C=C1)C2SC3=CC=CC=C3N=C4C5=CC=CC=C5C(O)=C24,,0.2491
GNF-Pf-5469,COC(=O)C1=C(ON=C1C2=C(Cl)C=CC=C2Cl)\C=C\NC3=CC=CC=C3,,0.2897
GNF-Pf-547,CN(C)CCCNC1=NC=C(C(=O)NCCC2=CC=CC=C2)C(NCC3CCCCC3)=N1,,1.237
GNF-Pf-5470,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(Cl)C=C3)C(=O)CC(C)(C)C2,,0.1161
GNF-Pf-5471,CC[C@@]1(CCC(O1)[C@@]2(C)CC[C@@]3(C[C@@H](O)[C@H](C)C(O3)[C@H](C)[C@H](OC)C(C)C(O)=O)O2)C4OC(C[C@H]4C)C5O[C@](O)(CO)[C@@H](C)C[C@H]5C,,0.002792
GNF-Pf-5472,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC(Br)=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.1714
GNF-Pf-5474,CC1(C)C2CCC1(C)C(C2)NCC3=CC=CC=C3O,,0.1067
GNF-Pf-5476,CC1=C(C(C)=NO1)S(=O)(=O)N(CC(O)CN2CCC(C2)NC(=O)C3=CC=CC4=CC=CC=C34)CC5=CC=CC=C5,,0.1271
GNF-Pf-5477,CCCCCCCSC1=NSC(NC(=O)CCC)=N1,,1.309
GNF-Pf-5478,COC1=CC=CC(=C1)C2=NOC(=C2)C(=O)NC3=CC(Cl)=CC=C3O,,0.906
GNF-Pf-5479,COC1=CC=C(C=C1OC)C2CC(=O)C3=C(C2)NC(=O)CC3C4=CC=C(C=C4)[N+]([O-])=O,,0.346
GNF-Pf-548,CC1=C(C(C2=CC=CO2)C(C#N)=C3SCCN13)C(=O)OCC=C,,1.209
GNF-Pf-5480,COC1=CC=C(CNCC2=CC(=CC=C2O)C3=CC=NC4=CC(Cl)=CC=C34)C(OC)=C1,,0.951
GNF-Pf-5481,CC1CC(C)CN(C1)C(=O)C2=C(Cl)C3=CC=CC=C3S2,,0.0357
GNF-Pf-5482,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(C=C3)[N+]([O-])=O)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.1803
GNF-Pf-5484,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)C4=CC=CC=C4F,,0.951
GNF-Pf-5486,CCOC(=O)C1=C(C)NC2=C(C1C3=CSC=C3)C(=O)CC(C2)C4=CC=C(OC)C=C4,,0.3018
GNF-Pf-5487,COC1=CC=C(C=C1OC)C2CC(=O)C3=C(C2)NC(C)=C(C3C4=CC=C(C=C4)[N+]([O-])=O)C(=O)OC5CCCCC5,,0.194
GNF-Pf-5488,COC1=CC=CC(=C1)C(=O)OC2=CC=CC=C2C3=C(NC(C)(C)CC(C)(C)C)N4C=CC(C)=CC4=N3,,0.986
GNF-Pf-5489,CCC(C)(C)N1N=NN=C1C(N2CCN(CC2)C3=CC=CC=C3)C4=CC5=CC=C(C)C=C5NC4=O,,0.453
GNF-Pf-549,O=C(NC1=CC=C2CCC3=CC=CC1=C23)C4=CC=CC5=CC=CC=C45,,1.198
GNF-Pf-5491,CC(=O)N1C2=CC=C(C=C2C(C)(CC1(C)C)C3=CC=CC=C3)[N+]([O-])=O,,1.102
GNF-Pf-5492,CCCCCCCC(=O)N(C)CCCNC1=CC=NC2=CC(Cl)=CC=C12,,0.2422
GNF-Pf-5493,CCCCNC(=O)C(\C=C\C)N1[C@@H](C)C(=O)NC2=CC=C(NC(C)=O)C=C2C1=O,,0.1988
GNF-Pf-5494,CC(C)OC(=O)C1=C(C)NC2=C(C1C3=CC=CC=C3Cl)C(=O)CC(C2)C4=CC=CC=C4,,0.2969
GNF-Pf-5495,COCCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(F)C=C3)C(=O)CC(C2)C4=CC=C(OC)C=C4,,0.161
GNF-Pf-5496,CCN1C2=CC=C(C=C2N(CC)C1(C)C3=CC=CC=C3)[N+]([O-])=O,,0.2039
GNF-Pf-5497,CCCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC(=C3)[N+]([O-])=O)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.1448
GNF-Pf-5498,CCC(C)OC(=O)C1=C(C)NC2=C(C1C3=CC=CC=C3F)C(=O)CC(C2)C4=CC=C(Cl)C=C4,,0.2052
GNF-Pf-5499,CC(C)OCCCNC1=C(N=C(S1)S(=O)(=O)C2=CC=CC=C2)S(=O)(=O)C3=CC=C(Cl)C=C3,,0.0941
GNF-Pf-55,CN(C)C1=CC=C(C=C1)\C=C2/N=C(OC2=O)C3=CC=CC=C3F,,1.25
GNF-Pf-550,COC1=CC(=CC(OC)=C1OC)C(=O)\C=C\NC2=CC=C(C=C2)N(C)C,,1.197
GNF-Pf-5500,CC1CCN(CC1)C2=C(NC3CCCC3)C(=O)C4=CC=CC=C4C2=O,,0.00908
GNF-Pf-5501,COCCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC(Cl)=C3Cl)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.1782
GNF-Pf-5502,CN1N=C(C(=O)N2CCCCCC2)C3=C1CCC(C3)NCC(C)(C)N4CCOCC4,,0.02249
GNF-Pf-5503,CCCCNC(=O)C(N1C(CO)C(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2C1=O)C4=CC=CC(OC)=C4,,0.1811
GNF-Pf-5504,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC(C)=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.2363
GNF-Pf-5505,COC1=CC=C(C=C1OC)C2CC(=O)C3=C(C2)NC(C)=C(C3C4=CC=C(F)C=C4)C(=O)OC(C)C,,0.00945
GNF-Pf-5506,COC1=CC=CC(=N1)C2=CC=C(O)C(CN3CCCCC3)=C2,,0.469
GNF-Pf-5507,CC(C)(C)NC(=S)NN=CC=NNC(=S)NC(C)(C)C,,0.21
GNF-Pf-5508,CC(C)OC(=O)C1=C(C)NC2=C(C1C3=CC=C(C=C3)[N+]([O-])=O)C(=O)CC(C2)C4=CC=C(Cl)C=C4,,1.186
GNF-Pf-5509,CCOCCCNC1=NC2=CC(OC)=C(OC)C=C2C3=NC(=NN13)C4=CC=CC=C4,,0.0831
GNF-Pf-551,CC1CC(C)CN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5O4,,1.197
GNF-Pf-5510,NC1=CC=C(C=C1)C2=NC3=CC=C(C=C3N2)C4=NC5=CC=C(N)C=C5N4,,0.1196
GNF-Pf-5511,COC1=CC=C(NC(=O)C2C(N(CC(C)C)C(=O)C3=CC=CC=C23)C4=CC=CS4)C=C1Cl,,0.0914
GNF-Pf-5512,CC(CCC1=CC=CC=C1)N2CC(OC2=S)C3=CC=CC(=C3)[N+]([O-])=O,,0.3069
GNF-Pf-5513,COC(=O)C1=C(C)NC2=C(C1C3=CC=C(F)C=C3)C(=O)CC(C2)C4=CC=C(OC)C=C4,,0.1909
GNF-Pf-5514,CC(=O)OC1=CC=CC=C1C2=C(NC(C)(C)CC(C)(C)C)N3C=CC(C)=CC3=N2,,0.389
GNF-Pf-5515,OC(CN1C=NC(C2=CC=CC=C2)=C1C3=CC=CC=C3)CN4C5=CC=C(Br)C=C5C6=CC(Br)=CC=C46,,0.952
GNF-Pf-5516,COC1=CC=C(C=C1OC)C2(CCCC2)CNCC(O)C3=CC=CC(=C3)[N+]([O-])=O,,0.49
GNF-Pf-5517,C[N+]1=CC=C(\C=C\C2=CC=CC=C2F)C3=CC=CC=C13,,0.0653
GNF-Pf-5518,NC(=S)NN=CC1=CC(=CC=C1O)[N+]([O-])=O,,0.0686
GNF-Pf-5519,NCCCC[C@@H]1N(C(C(=O)NCC(O)=O)C2=CC=CN=C2)C(=O)C3=CC(O)=CC=C3NC1=O,,0.1154
GNF-Pf-552,CCOC1=CC=C(NC2=NC(=NC(=N2)N3CCCCC3)N4CCCCC4)C=C1,,1.187
GNF-Pf-5520,CC1=CC=CC(NC2=C3CCCC3=C(C#N)C4=NC5=CC=CC=C5N24)=C1,,0.0926
GNF-Pf-5521,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(Cl)C=C3)C(=O)CC(C2)C4=CC=C(Cl)C=C4,,0.0894
GNF-Pf-5522,CCCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(C=C3)[N+]([O-])=O)C(=O)CC(C2)C4=CC=C(OC)C=C4,,0.281
GNF-Pf-5523,CCCN(CCC)CC(O)COC1=CC=CC=C1C(=O)NC2=CC=CC=C2,,0.365
GNF-Pf-5524,CCSC1=NC2=C(C(=O)N1C3=CC=CC=C3)C4=C(CN(CC4)CC5=CC=CC=C5)S2,,0.0858
GNF-Pf-5525,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC(F)=C3)C(=O)CC(C2)C4=CC=C(OC)C=C4,,0.1374
GNF-Pf-5526,CC(C)CN1C(C(C(=O)NC2=CC=CC(Cl)=C2)C3=CC=CC=C3C1=O)C4=CC=CS4,,0.0885
GNF-Pf-5527,CCCN(C(=O)C(=O)NC1=CC=C2N=C3CCCCCN3C(=O)C2=C1)C4=CC=C(OCC)C=C4,,0.0899
GNF-Pf-5528,COC1=CC=CC(=N1)C2=CC=C(O)C(CNC34CC5CC(CC(C5)C3)C4)=C2,,0.2067
GNF-Pf-5529,COC(=O)C1=C(C)NC2=C(C1C3=CC=CC(O)=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.092
GNF-Pf-553,CC(=O)NC1=CC=CC(NC(=O)C(F)(F)F)=C1,,1.185
GNF-Pf-5531,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC=C3OC)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.0741
GNF-Pf-5532,[H][C@]1(C[C@@H]2CCN1C[C@@H]2CC)[C@H](O)C3=CC=NC4=CC=C(OCC)C=C34,,0.0318
GNF-Pf-5533,CCCCCC(=O)N1C(C2=CC=C(C=C2)C(F)(F)F)C3=C(CC(CC3=O)C4=CC=C(OC)C(OC)=C4)NC5=CC=CC=C15,,0.1072
GNF-Pf-5534,CCCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(Br)C=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.0377
GNF-Pf-5535,CCOC(=O)C1=C(CC)NC2=C(C1C3=CC=C(Cl)C=C3Cl)C(=O)CC(C)(C)C2,,0.208
GNF-Pf-5536,CC1=NC2=NC(C)=NN2C(NC3=CC=C(Br)C(C)=C3)=C1,,0.053
GNF-Pf-5537,CC(C)CN1C(C(C(=O)NC2=NOC(C)=C2)C3=CC=CC=C3C1=O)C4=CC=CS4,,0.0856
GNF-Pf-5538,O=C(NCCC1=NC(=NN1)C2=CC=NC=C2)C34CC5CC(CC(C5)C3)C4,,12.5
GNF-Pf-5539,C1=CC=C(C=C1)[B-](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,,0.1236
GNF-Pf-554,COC(CNC(=O)C1CCC(CC1)CNS(=O)(=O)C2=CC=C(OC)C=C2)OC,,1.185
GNF-Pf-5540,CCCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC=C3Cl)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.0662
GNF-Pf-5541,[O-][N+](=O)C1=CC=C(C=C1NC2CC2)N3CCN(CC3)C(=O)C4=CC=CO4,,0.1004
GNF-Pf-5542,CCOC(=O)C1=C(CC)NC2=C(C1C3=CC=C(Br)C=C3)C(=O)CC(C)(C)C2,,0.408
GNF-Pf-5543,CCC(C)OC(=O)C1=C(C)NC2=C(C1C3=CC=C(Cl)C=C3)C(=O)CC(C2)C4=CC=C(Cl)C=C4,,0.2164
GNF-Pf-5544,OC(C1CCCCN1)C2=CC(=NC3=C(C=CC=C23)C(F)(F)F)C(F)(F)F,,0.02482
GNF-Pf-5545,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(F)C=C3)C(=O)CC(C2)C4=CC=C(Cl)C=C4,,0.095
GNF-Pf-5546,CC(C)OC(=O)C1=C(C)N=C(N=C1C(=O)N2CCN(C(C)C2)C(=O)NC3CCCCC3)C4=CC=CC=C4,,0.0844
GNF-Pf-5547,COC1=CC=C(C=C1)C2CC(=O)C3=C(C2)NC(C)=C(C3C4=CC=C(F)C=C4)C(=O)OC5CCCC5,,0.0986
GNF-Pf-5548,CCC(=O)NC1=CC(NC(=O)CSC2=NC(C)=C(CC)C(O)=N2)=CC=C1C,,1.25
GNF-Pf-5549,ClC1=CC2=C(CCCC2=NOS(=O)(=O)C3=CC=CC=C3)S1,,0.1576
GNF-Pf-555,COC1=CC=C(CN2CC(=O)N(C2=S)C3=CC=C(Cl)C=C3)C=C1OC,,1.183
GNF-Pf-5550,CCOC(=O)C1=C(C)NC2=C(C1C3=CC=CC=C3Cl)C(=O)CC(C2)C4=CC=C(Cl)C=C4,,0.0442
GNF-Pf-5551,CCOC(=O)C1=C(C)NC2=C(C1C3=CC(Br)=C(OC)C(OC)=C3)C(=O)C(C(C)C2)C(=O)OC,,0.537
GNF-Pf-5552,COC1=CC=C(C=C1OC)C2CC(=O)C3=C(C2)NC(C)=C(C3C4=CC=CC=C4OC)C(=O)OC(C)C,,0.0919
GNF-Pf-5553,CCOC(=O)C1=C(C)NC2=C(C1C3=CC(Br)=C(OCC)C(OC)=C3)C(=O)C(C(C)C2)C(=O)OC,,0.2553
GNF-Pf-5554,CN(C)C1=CC=C(C=C1)C(NC(C)=O)C2=CC(Cl)=C3C=CC=NC3=C2O,,0.651
GNF-Pf-5555,CCCCCC1=CC(O)=C2C3=C(CN(C)CC3)C(=O)OC2=C1,,0.0494
GNF-Pf-5556,COC(=O)C1=C(C)NC(=CC2=C(C)N(C(C)=C2)C3=CC=CC=C3F)C1=O,,0.02
GNF-Pf-5557,COC1=CC=CC(=N1)C2=CC=C(O)C(CNCC3CCCCC3)=C2,,0.0585
GNF-Pf-5558,[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=S)NCC3=CC=CC=C3,,0.0796
GNF-Pf-556,CCC1[C@@H](O)[C@H](C)CC(C)=CC=C[C@H](OC)[C@H](OC(=O)C(OC)=CC(C)=C[C@@H](C)[C@@H]1O)C(C)C(O)[C@H](C)[C@@]2(O)C[C@@H](O[C@H]3C[C@@H](O)[C@H](OC(N)=O)[C@@H](C)O3)[C@H](C)[C@H](O2)\C=C\C,,1.179
GNF-Pf-5560,COCCOC(=O)C1=C(C)NC2=C(C1C3=CC=C(F)C=C3)C(=O)CC(C2)C4=CC=C(OC)C(OC)=C4,,0.0382
GNF-Pf-5562,CCOC(=O)C(=O)N1C2=CC=C(C)C=C2C3=C(SSC3=S)C1(C)C,,0.0465
GNF-Pf-5563,FC1=CC=C(CN2CCN(CC2)C3=C4CCCC4=C(C#N)C5=NC6=CC=CC=C6N35)C=C1,,0.01981
GNF-Pf-5564,CCOC1=CC=C(NC(=O)C2C(N(CC(C)C)C(=O)C3=CC=CC=C23)C4=CC=CS4)C=C1,,0.0783
